token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP122	0	[o:h]	oh	linguistic	none	_	Begin=1.351|End=1.796	0x1	_	_	0-2(0)
1-0	PKP120	1	[O:H]	oh	linguistic	none	Volume=High	Begin=1.676|End=2.451	0x1	_	_	0-2(0)
2-0	PKP122	2	bella	bella	linguistic	none	_	Begin=1.907	_	_	_	_
2-1	PKP122	2	bella	bella	linguistic	none	_	_	_	_	_	_
2-2	PKP122	2	veramente	veramente	linguistic	none	_	_	_	_	_	_
2-3	PKP122	2	bella	bella	linguistic	none	_	End=1.911	_	_	_	_
3-0	PKP122	3	[bella	bella	linguistic	none	_	Begin=1.911	_	_	_	0-5(?)
3-1	PKP122	3	bella]	bella	linguistic	none	_	End=2.735	_	_	_	0-5(?)
4-0	PKP120	4	[HABEMUS	habemus	linguistic	none	Volume=High	Begin=2.48	_	_	_	0-7(473)
4-1	PKP120	4	CENA]	cena	linguistic	none	Volume=High	_	_	_	_	0-4(473)
4-2	PKP120	4	[E:H]	eh	linguistic	none	Volume=High	End=5.368	0x1	_	_	0-2(474)
5-0	PKP121	5	[guarda	guarda	linguistic	none	_	Begin=2.529	_	_	_	0-6(?)
5-1	PKP121	5	che	che	linguistic	none	_	_	_	_	_	0-3(?)
5-2	PKP121	5	roba]	roba	linguistic	none	_	End=3.618	_	_	_	0-4(?)
6-0	PKP122	6	[veramente	veramente	linguistic	none	_	Begin=3.06	_	_	_	0-9(474)
6-1	PKP122	6	bella]	bella	linguistic	none	_	End=4.359	_	_	_	0-5(474)
7-0	PKP121	7	[non	non	linguistic	none	_	Begin=4.492	_	_	_	0-3(472)
7-1	PKP121	7	è	è	linguistic	none	_	_	_	_	_	0-1(472)
7-2	PKP121	7	neanche	neanche	linguistic	none	_	_	_	_	_	0-7(472)
7-3	PKP121	7	attaccata]	attaccata	linguistic	none	_	End=5.475	_	_	_	0-9(472)
8-0	PKP122	8	[ver]amen[te	veramente	linguistic	none	_	Begin=5.293	_	_	_	0-3(472),7-9(3)
8-1	PKP122	8	bella]	bella	linguistic	none	_	End=6.495	_	_	_	0-5(3)
9-0	PKP123	9	[o:h	oh	linguistic	none	_	Begin=5.8	0x1	_	_	0-2(3)
9-1	PKP123	9	wow]	wow	linguistic	none	_	End=6.709	_	_	_	0-3(3)
10-0	PKP120	10	[molto]	molto	linguistic	none	_	Begin=6.653|End=7.404	_	_	_	0-5(4)
11-0	PKP122	11	[e	e	linguistic	none	_	Begin=6.807	_	_	_	0-1(5)
11-1	PKP122	11	com'	com'	linguistic	none	SpaceAfter=No	_	_	_	_	0-4(5)
11-2	PKP122	11	è	è	linguistic	none	_	_	_	_	_	0-1(5)
11-3	PKP122	11	chi]	chi	linguistic	none	_	_	_	_	_	0-3(5)
11-4	PKP122	11	è	è	linguistic	none	_	_	_	_	_	_
11-5	PKP122	11	che	che	linguistic	none	_	_	_	_	_	_
11-6	PKP122	11	la	la	linguistic	none	_	_	_	_	_	_
11-7	PKP122	11	taglia?	taglia	linguistic	none	Intonation=Rising	End=8.517	_	_	_	_
12-0	PKP121	12	chi	chi	linguistic	none	_	Begin=8.834	_	_	_	_
12-1	PKP121	12	vuole	vuole	linguistic	none	_	End=9.521	_	_	_	_
13-0	PKP121	13	fate	fate	linguistic	none	_	Begin=9.537	_	_	_	_
13-1	PKP121	13	un	un	linguistic	none	_	_	_	_	_	_
13-2	PKP121	13	pezzo	pezzo	linguistic	none	_	_	_	_	_	_
13-3	PKP121	13	ognun[o]	ognuno	linguistic	none	_	End=10.763	_	_	_	5-6(6)
14-0	PKP120	14	[chi	chi	linguistic	none	_	Begin=10.46	_	_	_	0-3(6)
14-1	PKP120	14	la	la	linguistic	none	_	_	_	_	_	0-2(6)
14-2	PKP120	14	ta]li[a	talia	linguistic	none	_	_	_	_	_	0-2(6),4-5(7)
14-3	PKP120	14	e:h]	eh	linguistic	none	_	End=12.188	0x1	_	_	0-2(7)
15-0	PKP122	15	[quanti	quanti	linguistic	none	_	Begin=11.098	_	_	_	0-6(7)
15-1	PKP122	15	siamo?	siamo	linguistic	none	Intonation=Rising	_	_	_	_	0-5(7)
15-2	PKP122	15	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(7)
15-3	PKP122	15	qua]nti	quanti	linguistic	none	_	_	_	_	_	0-3(7)
15-4	PKP122	15	siamo?	siamo	linguistic	none	Intonation=Rising	End=12.923	_	_	_	_
16-0	PKP123	16	siamo	siamo	linguistic	none	_	Begin=13.311	_	_	_	_
16-1	PKP123	16	in	in	linguistic	none	_	_	_	_	_	_
16-2	PKP123	16	dod[ici]	dodici	linguistic	none	_	End=14.328	_	_	_	3-6(8)
17-0	PKP120	17	[come]	come	linguistic	none	_	Begin=14.0	_	_	_	0-4(8)
17-1	PKP120	17	quanti	quanti	linguistic	none	_	_	_	_	_	_
17-2	PKP120	17	siamo	siamo	linguistic	none	_	End=15.1	_	_	_	_
18-0	PKP122	18	siamo	siamo	linguistic	none	_	Begin=15.739	_	_	_	_
18-1	PKP122	18	quattro?	quattro	linguistic	none	Intonation=Rising	End=16.602	_	_	_	_
19-0	PKP121	19	s[ì]	sì	linguistic	none	_	Begin=16.652|End=17.019	_	_	_	1-2(9)
20-0	PKP120	20	[sia]mo	siamo	linguistic	none	_	Begin=16.843	_	_	_	0-3(9)
20-1	PKP120	20	qua[ttro]	quattro	linguistic	none	_	End=17.65	_	_	_	3-7(10)
21-0	PKP123	21	[as]petta	aspetta	linguistic	none	_	Begin=17.376	_	_	_	0-2(?)
21-1	PKP123	21	x	x	unknown	none	_	End=18.646	_	_	_	_
22-0	PKP120	22	[co]s'	cos'	linguistic	none	SpaceAfter=No	Begin=18.444	_	_	_	0-2(11)
22-1	PKP120	22	è	è	linguistic	none	_	_	_	_	_	_
22-2	PKP120	22	che	che	linguistic	none	_	_	_	_	_	_
22-3	PKP120	22	volevo	volevo	linguistic	none	_	_	_	_	_	_
22-4	PKP120	22	dire?	dire	linguistic	none	Intonation=Rising	End=19.534	_	_	_	_
23-0	PKP122	23	dai	dai	linguistic	none	_	Begin=20.133	_	_	_	_
23-1	PKP122	23	marco	marco	linguistic	none	_	_	_	_	_	_
23-2	PKP122	23	vieni	vieni	linguistic	none	_	_	_	_	_	_
23-3	PKP122	23	te	te	linguistic	none	_	_	_	_	_	_
23-4	PKP122	23	fai:	fai	linguistic	none	_	_	2x1	_	_	_
23-5	PKP122	23	[dividi]	dividi	linguistic	none	_	End=22.853	_	_	_	0-6(12)
24-0	PKP121	24	[faccio	faccio	linguistic	none	_	Begin=22.253	_	_	_	0-6(12)
24-1	PKP121	24	io	io	linguistic	none	_	_	_	_	_	0-2(12)
24-2	PKP121	24	fa]ccio	faccio	linguistic	none	_	_	_	_	_	0-2(12)
24-3	PKP121	24	io	io	linguistic	none	_	_	_	_	_	_
24-4	PKP121	24	aspetta	aspetta	linguistic	none	_	End=23.627	_	_	_	_
25-0	PKP122	25	in	in	linguistic	none	_	Begin=23.619	_	_	_	_
25-1	PKP122	25	quattro	quattro	linguistic	none	_	_	_	_	_	_
25-2	PKP122	25	perti	perti	linguistic	none	_	End=24.984	_	_	_	_
26-0	PKP121	26	vengo	vengo	linguistic	none	_	Begin=25.028	_	_	_	_
26-1	PKP121	26	io	io	linguistic	none	_	_	_	_	_	_
26-2	PKP121	26	aspe[tta]	aspetta	linguistic	none	_	End=26.038	_	_	_	4-7(14)
27-0	PKP120	27	[<pe]rti>?	perti	linguistic	none	Intonation=Rising	Begin=25.677|End=26.764	_	Slow=0-5	_	0-2(14)
28-0	PKP122	28	[<p]erti>	perti	linguistic	none	_	Begin=26.647|End=27.525	_	Slow=0-5	_	0-1(15)
29-0	PKP122	29	((ride))	((ride))	nonverbalbehavior	none	_	Begin=36.45|End=37.015	_	_	_	_
30-0	PKP121	30	allora	allora	linguistic	none	_	Begin=41.546	_	_	_	_
30-1	PKP121	30	[io	io	linguistic	none	_	_	_	_	_	_
30-2	PKP121	30	ho	ho	linguistic	none	_	_	_	_	_	_
30-3	PKP121	30	visto	visto	linguistic	none	_	_	_	_	_	_
30-4	PKP121	30	che	che	linguistic	none	_	_	_	_	_	_
30-5	PKP121	30	i	i	linguistic	none	_	_	_	_	_	_
30-6	PKP121	30	pizzaioli	pizzaioli	linguistic	none	_	_	_	_	_	_
30-7	PKP121	30	[fanno	fanno	linguistic	none	_	_	_	_	_	_
30-8	PKP121	30	con	con	linguistic	none	_	_	_	_	_	_
30-9	PKP121	30	questo]	questo	linguistic	none	_	End=44.021	_	_	_	_
31-0	PKP120	31	[io	io	linguistic	none	_	Begin=41.796	_	_	_	0-2(16)
31-1	PKP120	31	marco	marco	linguistic	none	_	_	_	_	_	0-5(16)
31-2	PKP120	31	per	per	linguistic	none	_	_	_	_	_	0-3(16)
31-3	PKP120	31	me	me	linguistic	none	_	_	_	_	_	0-2(16)
31-4	PKP120	31	e	e	linguistic	none	_	_	_	_	_	0-1(16)
